id	tweet	candidato	marcador	classe
twe982788904582606848	Bolsonaro sonha em ser presidente para voltar regime militar rsrs! Brasileiro burro diz votar nele por achar que isso é o único caminha para o Brasil melhorar, achando que votando no “Bolsomito” não irão sofrer opressão rsrs https://t.co/GWC4wQhUUb	bolsonaro	raul	Rejeição
twe982805227379347459	eu to só esses memes da tulla sabendo que a própria tulla apoia o bolsonaro https://t.co/X3wIysehzo	bolsonaro	raul	Rejeição
twe978072126371614720	COMUNISTA FALANDO DE LIBERDADE: A MESMA COISA QUE O GOLEIRO BRUNO FALAR DE RESPEITO AS MULHERES. https://t.co/iqiLJLVOT7	manuela	raul	Rejeição
twe981736256357969920	O grande acordo nacional: Cármen Lúcia, que salvou Aécio e tomou chá com Temer, condena Lula. Por Kiko Nogueira https://t.co/mYcSWoBhqe	temer	raul	Rejeição
twe982037463249113088	Quantos quilômetros tem esse muro que a Marina fica em cima? https://t.co/I1XrkQ2pr0	marina	raul	
twe977341104231038976	@jornalnacional afirmou q a prova d q o Itaú Cultural não sabia q as gravuras expostas em seu poder eram roubadas era q "o instituto exibia as obras por todo o Brasil". Gente, eles dizem q Lula é dono d um tríplex baseados em NADA. Imagina se essas obras fossem d Lula? HAHAHAHA	lula	raul	Aprovação
twe978098810856656896	??? FACISMO incentivado pelo PIG globogolpista MoropfmpETCTucanubyCIA stfacovardado ?? #AnaAmeliaTerrorista https://t.co/C5pXtyFk9p	lula	raul	Não sei
twe980930018032390144	Carmen Lúcia recebe pedido de ‘suspeição’ de Toffoli para julgar Lula, por já ter sido advogado militante do PT. A ação proposta pela entidade Associação Brasil Nas Ruas argumenta que o ministro 'construiu sua carreira' através das benesses proporcionadas pelo PT	lula	raul	Não sei
twe978059491471130629	@manudeputada @PCdoB_Oficial Combatendo as ditaduras e apoiando a da Venezuela ? Não entendi	manuela	raul	Rejeição
twe978474647409786885	@JornalOGlobo Quem é Ciro Gomes https://t.co/ImudT8OLre	ciro	raul	Não sei
twe978228067561885696	Líder do PT diz que identificou grupo que estourou vidro de ônibus que levava Lula em Santa Catarina https://t.co/0x8NxPZpm1 via @viomundo	lula	raul	Neutro
twe984851742683787264	Jejum pela prisão do Alckmin só das crianças que ficaram sem merenda mesmo.	alckmin	raul	Rejeição
twe981750704737054720	El crimen, luchar contra el hambre. El agravante, ser obrero metalúrgico. Sus fiscales, la elíte oligárquica y el gobierno golpista de Temer. Sus abogados, los trabajadores de Brasil y el pueblo pobre latinoamericano ¡Fuerza Lula! https://t.co/MmM6kBbbCF	temer	raul	Não sei
twe978074476079452160	Lula em São Miguel do Oeste em SC. A cidade parou para ouvir Lula. Os facistas se desesperam, multidões recepcionam Lula por onde passa. #LulaPeloSul #LulaPeloBrasil #LulaSC https://t.co/c8tkHG8UqD	lula	raul	Aprovação
twe977598619049254913	É melhor para a sociedade lidar com Ciro Gomes e Jair Bolsonaro do que com Marina Silva. Ela se esconde, escamoteia o que realmente pensa, posa de santa e não cultiva a franqueza. Esta conduta é péssima.	ciro	raul	Aprovação
twe984805646808829952	Marina Silva é insustentável e irrecuperável. Um poço até aqui de mágoa desde que Lula escolheu Dilma como candidata à presidência, cortando-lhe o sonho que acalentava de candidata natural por seu histórico. Vingativa, traiu quem lhe deu a mão e alimenta ódio mortal contra Dilma.	marina	raul	Rejeição
twe984753937734619136	Procurador que enviou ação de Alckmin para a Justiça Eleitoral é primo de Agripino Maia https://t.co/XfuDkYsk8p https://t.co/EIYGzfKl3l	alckmin	raul	Não sei
twe984917536696348673	@LuizPauloDias10 @AntonioValente2 @silva_marina Se for... já tá resolvido e sacramentado - é inocente: https://t.co/YvqdOQkxAI	marina	raul	Não sei
twe978047982498189313	Conheça a máfia de extrema-direita que atacou Lula https://t.co/ZTXnRxWTGu	lula	raul	Aprovação
twe977543488857432065	@manudeputada @PCdoB_Oficial Aula de português para comunistas: A palavra Crise, significa ''MUDANÇA'', a vida esta… https://t.co/AWzdFm5Pl8	manuela	raul	Rejeição
twe978088655276429312	@AmunDragoon @alefpessoach @manudeputada @PCdoB_Oficial Falhou! Tenho toda as obras de Lenin e Marx, fui 8 anos da… https://t.co/YVtUHx0zrO	manuela	raul	Não sei
twe982742500229214208	SERRA &amp;  TEMER &amp;  AÉCIO &amp;  ALCKMIN  NUNCA VERÃO A CADEIA.  NUNCA LIDARÃO COM A JUSTIÇA.  SEMPRE SERÃO BLINDADOS.	temer	raul	Rejeição
twe981666964568461313	@noobstantlocual https://t.co/0scROFkWGz	lula	raul	Não sei
twe978107289814126592	A importância de um guarda chuva em dias de chuva de ovos... ????????????? E Lula e sua gangue tomando OVOS! NÃO TEM PREÇO! Kkkkkkkkkkkk Ovomício! Kkkkkkkkkk #LulaTeuCu https://t.co/6L8Ksv977D	lula	raul	Rejeição
twe981661164819091456	A presidenta nacional do PT, Gleisi Hoffmann, destacou a importância de defender a democracia durante o ato popular na Esplanada dos Ministérios, em Brasília, em apoio ao ex-presidente Lula. #LulaLivre https://t.co/4LceZukh3n https://t.co/KGWUrwoUQA	lula	raul	Aprovação
twe978015132881170432	Meu voto Lula não leva Ciro Gomes também não Muito menos Aécio Neves A bolsonaro digo não. Este bando de ladrões To… https://t.co/aUN19aBLX5	ciro	raul	Rejeição
twe982455833119346688	A definição de pessoa inteligente foi atualizada:  A que não apoia o Bolsonaro!  Boa noite. https://t.co/PvB4Ens9Bh	bolsonaro	raul	Rejeição
twe983494681072988162	Marina Silva, agora apelou para o vitimismo, falando de como passou fome na infância, defendendo o Bolsa Família. F… https://t.co/8Qnh5d27iZ	marina	raul	Rejeição
twe977677266300932096	@leilylins @manudeputada A @manudeputada é Comunista. Representa uma experiência histórica fracassada que começou c… https://t.co/gOPOe841XE	manuela	raul	Rejeição
twe978008837469896704	@AmunDragoon @manudeputada @PCdoB_Oficial Todos regimes comunistas tem suas castas oligárquicas no próprio partido! Em outros pior, são ditaduras familiares, vide Cuba e Coreia do Norte! Te sugiro estudar História! #paz	manuela	raul	Rejeição
twe982510070809419776	não deixem o bolsonaro ser presidente eu imploro para todos que estão lendo isso	bolsonaro	raul	Rejeição
twe981707844390146053	as provas chegando e eu nao sei nem qual é a matéria  feliz agora michel temer??  kkkkkkkk michel temer nao tem nada com isso mas mto bom botar a culpa de tudo nele	temer	raul	Rejeição
twe982402305462079488	A tentativa calhorda de defesa do ex-presidente pela militância criminosa é propaganda eleitoral gratuita para Bols… https://t.co/eXXN1oLa1b	bolsonaro	raul	Neutro
twe982670967402106880	los* https://t.co/OO8wBXsvlE	temer	raul	Não sei
twe982731161221976064	quem for a favor do Bolsonaro me dá unfollow por favor	bolsonaro	raul	Rejeição
twe984604848464257024	Lava Jato de SP queria Alckmin. Foi tirado por ministra do STJ. Lava Jato quis medidas cautelares contra Aécio, incluindo cassação. Mas senador tem foro privilegiado no STF, que deixou Congresso salvá-lo. Culpar Lava Jato por não atingir Alckmin e Aécio é coisa de militante bocó.	alckmin	raul	Rejeição
twe982397358615871489	2010: “as crianças vão ser o futuro do Brasil, elas vão elevar o Brasil a outro patamar” 2018: “Adolescentes tiram… https://t.co/yy1prK0HRb	bolsonaro	raul	Não sei
twe977873855728545792	@radiobandnewsfm @MichelTemer Suportaria mais 4 anos desse senhor, mais não  aguentaria;Lula ou Ciro Gomes , fato.	ciro	raul	Rejeição
twe977871770278612993	En #Lisboa, qué buena idea. Y necesaria. @mmatias_  @catarina_mart  felicidades. Mirad @manudeputada @pabloscandon @AmparoRubiales https://t.co/rO4YBjYNfO	manuela	raul	Não sei
twe982408554664595456	MST fecha estrada , prédio da Carmem Lucia atacado, manifestante com traumatismo craniano . Algum detido ? Não . Isso não é democracia. Isso é permissividade. Depois Bolsonaro sobe nas pesquisas e ninguém sabe por que. Cadê governo e candidatos se posicionando ?	bolsonaro	raul	Aprovação
twe977333720163102720	O STF virou o Drive Thru do Lula. O advogado, na prática, diz: vocês podem manter a liberdade do meu cliente condenado, até depois que vocês terminarem de curtir suas viagens e a Páscoa? Claro, senhor, quer um pedido de vista também? Sim, obrigado, e mais um sandae de chocolate.	lula	raul	Rejeição
twe981745400502734848	Não consigo imaginar quão desmoralizante para a democracia seria ver o mais popular candidato — de longe — ser levado para o presídio enquanto Aécio, Temer, Jucá e o resto continuam de boas. Parece que vamos descobrir em breve.	temer	raul	Rejeição
twe978307052001988609	O quê Ciro Gomes pensa sobre Henrique Meirelles. https://t.co/NwglCMUkac	ciro	raul	Neutro
twe978267301089808384	PCdoB desistiu da candidatura de Manuela D'Avila, está conversando sobre apoiar Ciro Gomes.  Por isso que eu nem fa… https://t.co/V21C6WJsEb	ciro	raul	Neutro
twe982419785114947584	MST fecha estrada , prédio da Carmem Lucia atacado, manifestante com traumatismo craniano . Algum detido ? Não . Isso não é democracia. Isso é permissividade. Depois Bolsonaro sobe nas pesquisas e ninguém sabe por que. Cadê governo e candidatos se posicionando ?	bolsonaro	raul	Aprovação
twe982388650544594944	Quando o @geraldoalckmin aparecer para todo o Brasil pedindo voto, lembre-se disso aqui: Ele vetou o Projeto de Lei nº 1100/2017, que previa punições financeiras para torcedores e clubes por atos de homofobia praticados nos estádios de futebol https://t.co/vedzmbxQnb	alckmin	raul	Rejeição
twe978031144590565376	@meteoro_br Não vi ainda por falta de coragem de clicar na fuça do bolsonaro. Causa nâusea aquela imagem.	bolsonaro	raul	Rejeição
twe978366004161064960	Ciro Gomes confirmado no Fórum da Liberdade, e Bolsonaro convidado. Esse debate vai ser muito divertido.	ciro	raul	Neutro
twe981670716172132352	Imagem que arrepia  #LulaNaCadeia https://t.co/ILYwsfXnU1	lula	raul	Rejeição
twe983450822653726720	Candidatas de todos los partidos se reúnen para implementar los mecanismos que eviten la violencia política contra… https://t.co/OJoP1quaZG	marina	raul	Não sei
twe981112330007302144	Bela,  recatada e DÓLAR! https://t.co/u6tX0zcUZz	temer	raul	Rejeição
twe977927388452540417	@manudeputada Depois são os eleitores do  Bolsonaro que sai antidemocráticos né....	manuela	raul	Rejeição
twe978011069863079941	Se depender de exames psicológicos o eleitor de Bolsonaro não terá o porte de arma que tanto defende. ? https://t.co/Z5GwWM8BGX	bolsonaro	raul	Rejeição
twe977340135124516864	Gilmar Mendes e Alexandre de Moraes com voto a favor de Lula?  Me dá vontade de pegar Lula e prender aqui em casa. COISA BOA NÃO É	lula	raul	Não sei
twe977932066783416320	@VoltandodeCuba @manudeputada Eu falei da "isto é".	manuela	raul	Não sei
twe977310763177136133	Retweeted Eu Quero O PT Extinto (@EuQueroPTExtint):  #VergonhaSuprema #Impunidade   STF concede liminar “inventada”… https://t.co/CZ2rWqVONd	lula	raul	Rejeição
twe977698073991434240	@manudeputada @diegooyarzabal É ter ódio foi Brasil. Jamais em lugar algum do planeta esta ideologia foi a favor do… https://t.co/c2Y02tS3by	manuela	raul	Não sei
twe977569926721560576	Caos penitenciário no RS @showdavida @UOLNoticias @RedeGlobo @DatenaOficial @manudeputada @ricardobreier @rsclaudiobrito @paulopaim @claudiolamachia @RevistaEpoca @VEJA @AmnistiaOnline @ONU_derechos @ONU_es @NoticiasONU @CasaCivilRS @PGERS @PMDB_Nacional @pmdbrs @CorteIDH @oabrs https://t.co/hJe8BL7Du5	manuela	raul	Não sei
twe981665923940614147	Queria achar alguém que me goste de mim igual o lula gosta de maçã	lula	raul	Neutro
twe977506167982305281	Essa é @manudeputada : uma luz na escuridão desses tempos https://t.co/zTi790BNQ0	manuela	raul	Aprovação
twe981670616733536256	morto que teve evento no bar do lula hj eu sou apaixonado por aquele lugar sem nunca ter ido lá	lula	raul	Não sei
twe977382651844874240	Não deixem que a @Susepe seja diminuída!!! @anaamelialemos @depclassmann @deputado_marlon @LizianeBayer @PompeodeMattos @DepLoureiro @depmarcon @DepMainardi @DepPedroPereira @EltonWeberDep @StelaFarias @paulopaim @anyortiz @manudeputada @depzanchin @tarcisiotz @ZilaBreitenbach https://t.co/KUIwttrwoM	manuela	raul	Não sei
twe982296814232719360	OO PAVIU SENDO ACESO NA TOCA DO PSDB SP @geraldoalckmin PF faz operação contra fraudes na merenda escolar em 32 cid… https://t.co/KzszOUTqQX	alckmin	raul	Rejeição
twe982930716571963392	Jornal Nacional mostrando o lançamento da pré-candidatura de Marina Silva para a Presidência  1) Mostraram de TODOS os candidatos, menos do lider, Jair Bolsonaro   2) Marina ja tinha feito isso em dezembro, como nao sobe nas pesquisas, tenta de nv  https://t.co/3F3eMtAHys	marina	raul	Rejeição
twe981122229646823429	Ou está tentando enganar o povo, o exemplo do Temer. Que é Constitucionalista e fala uma merda daquelas.	temer	raul	Rejeição
twe981756997824581632	#LulaValeALuta todos aquellos la calle y sacar al sucio de temer.	temer	raul	Não sei
twe982021708960993281	@geraldoalckmin Piada, né?	alckmin	raul	Rejeição
twe982025179802021888	@GABRlELPlNHElRO @geraldoalckmin lamentável é você ficar chorando por outro bandido seu CANALHA.	alckmin	raul	Rejeição
twe984188227484573697	Alckmin e o STJ concordam https://t.co/BZhwGmIjwB	marina	raul	Não sei
twe980950282703134721	@vanildoneto Sim, mas Dilma sabotava as articulações de Temer pelo governo em 2015	temer	raul	Não sei
twe977966678066782209	em relação aos outros candidatos: boulos pode fortalecer a política do psol como linha auxiliar do pt; manuela d'áv… https://t.co/vH54aWTNs6	ciro	raul	Não sei
twe980913102890954752	Portaria do governo Temer permite que municípios litorâneos aluguem orla para empresas; especialistas apontam falta de participação social e risco de abusos. Confira na reportagem da Agência Pública (@agenciapublica): https://t.co/mGj4Y4wh78	temer	raul	Neutro
twe984449919535771648	Alckmin é apontado como o receptor de mais de 10 milhões de reais, em caixa dois, nas campanhas eleitorais de 2010 e 2014. Mas o vice-procurador-geral da República junto ao STJ, Luciano Mariz Maia, decidiu que as investigações tinham caráter eleitoral, tirando o caso da Lava Jato https://t.co/zOPIIC4FsX	alckmin	raul	Neutro
twe978034825469812736	COMUNISTA FALANDO DE LIBERDADE: A MESMA COISA QUE O GOLEIRO BRUNO FALAR DE RESPEITO AS MULHERES. https://t.co/iqiLJLVOT7	manuela	raul	Rejeição
twe978077046659338240	Os petistas editaram uma foto para mostrar mais gente na passagem de Lula por Florianópolis-SC, mas esqueceram que ele não tem 10 dedos! :D https://t.co/egh0bznQXK	lula	raul	Rejeição
twe984418773947084800	"marina silva afirma que" ai meu ngm quer saber	marina	raul	Rejeição
twe982048135634669568	Opinião de múmia bissexta.  A prisão de um criminoso condenado, perigoso e contumaz, é motivo de júbilo numa socied… https://t.co/2MlcDaoboi	marina	raul	Rejeição
twe983205225405272064	Se as eleições fossem hoje, em quem você votaria?  Vote e dê RT para que possamos ter uma grande amostra, com uma pesquisa justa!  QUARTAS-DE-FINAL 1  @silva_marina (REDE) @MichelTemer (PMDB) @Collor  (PTC) @ManuelaDavila (PC do B)	marina	raul	Não sei
twe977520835530579969	@MichelTemer E aquele candidato que nao chega a lugar nenhum mas tem um poder enorme de esvaziar as candidaturas do… https://t.co/yFO7lBJp3O	ciro	raul	Não sei
twe978249527370113025	@Estadao @EstadaoPolitica Ciro Gomes não existe. É candidatura fake.	ciro	raul	Rejeição
twe977690642389372928	We need a Global LAW to make it sure we can FIX OUR Devices! @fsf @fsfe @SenadoFederal @RadioSenado @tvsenado… https://t.co/hzMCvi9N1f	ciro	raul	Não sei
twe983711267767701504	#CompartilheAVerdade  Janela partidária pode deixar Marina Silva fora de debates televisivos deste ano. Saiba mais:… https://t.co/Ob6ejL8e23	marina	raul	Neutro
twe978037147646210051	@manudeputada @PCdoB_Oficial Faz-me rir!!!!???? Comunismo lutando pela liberdade?????? Olha ela com a Foice e o Martelo! O comunismo matou mais de 100 milhões no mundo. ... De acordo com os cálculos da organização, o número de mortos pelos regimes comunistas em todo o mundo é de mais de 100 milhões...	manuela	raul	Rejeição
twe978070049192923136	Cármen Lúcia disse que suspendeu a sessão da votação do habeas corpus de Lula por causa do cansaço dos ministros.Eles trabalham 3 dias por semana, tinham 12 dias de folga de Páscoa pela frente e estavam cansados de quê? De terem muito lazer e pouco fazer? Conta outra, Carminha!	lula	raul	Não sei
twe978023637012893696	@manudeputada @PCdoB_Oficial ASSIFUDÊ minha senhora https://t.co/gj88J9xC8z	manuela	raul	Rejeição
twe982682608898379776	@1questionador @rogularte @conexaopolitica Quem te perguntou do Bolsonaro já que você só tem o mesmo discurso. Não… https://t.co/8TyuzyjZ7c	bolsonaro	raul	Não sei
twe984994831712874497	Aécio: SOLTO Alckmin: SOLTO Renan: SOLTO Dilma: SOLTA Gleisi: SOLTA Temer: SOLTO Jucá: SOLTO Eunício: SOLTO Serra: SOLTO  Mas o alvo da PGR é o JAIR BOLSONARO. Isso é o que dá ameaçar o establishment corrupto e liderar as pesquisas presidenciais. SOU + BOLSONARO DO QUE NUNCA! https://t.co/CtGuXvr65M	alckmin	raul	Não sei
twe981690387612995585	temer é o presidente mais pau mole que esse país já viu até o jânio quadros ia descer a vassoura em militar que ameaça dar golpe mas a madame não tá lá ocupado escrevendo discurso com mesoclise	temer	raul	Rejeição
twe984535210489413632	'Difícil de engolir essa', diz Janot sobre Alckmin fora da Lava Jato  https://t.co/dAX7zplRiq	alckmin	raul	Neutro
twe984532834231705601	Mais um escapando.... e tem maluco ainda gritando contra Lula. Neguim tá nem aí pra corrupção. Isso só pode ser PATOlogia. https://t.co/WL65F417CS	alckmin	raul	Não sei
twe981675616520036354	Nossa, como eu odeio a voz do Temer. Pqp.	temer	raul	Rejeição
twe977726763492143104	@CG_Santtos @dionatandiego11 @muzzihenrique Bicho, Ciro Gomes representa o q há de pior na política brasileira... o… https://t.co/8SUKESy7j9	ciro	raul	Rejeição
twe984578425020190721	gente por favor dá fav aqui quem NÃO apoia o bolsonaro preciso testar uma coisa pq não é possível https://t.co/JX7z9nlnKx	bolsonaro	raul	Não sei
twe978064316657266689	COMUNISTA FALANDO DE LIBERDADE: A MESMA COISA QUE O GOLEIRO BRUNO FALAR DE RESPEITO AS MULHERES. https://t.co/iqiLJLVOT7	manuela	raul	Rejeição
twe982072956946927616	Você está sendo muito gentil, @cynaramenezes ... Em um momento como o que estamos atravessando, o comentário da tal de marina chega a ser... (deixa pra lá, que eu estou no limite e não quero extrapolar). https://t.co/5NFZt4vL2l	marina	raul	Rejeição
twe984569423850868736	Mais uma clara demonstração do altíssimo nível político do eleitorado do Bolsoneca.  Pau no cu de vocês, seus retar… https://t.co/fbP2tyNGyb	bolsonaro	raul	Rejeição
twe984800950190792704	Lula completa 7 dias de prisão politica. Globo/Lava Jato produzem #FakeNews sobre 'investigações/denuncias' sobre PSDB/MDB com a intenção de desviar o foco de Lula. Alckmin, Aécio, Eunício Oliveira, Paulo Preto etc ocuparam o noticiário como nunca antes neste País.? #LulaLivreJá	alckmin	raul	Rejeição
twe977692699322191873	@vicentenunes ESSA VAI PARA O FALASTRÃO @cirogomes	ciro	raul	Rejeição
twe982742143189114880	É uma máfia! Com STF, PGR e toda a organização criminosa que assaltou o poder no Brasil!! https://t.co/GsGqhB4kX3	temer	raul	Não sei
twe978387934603816960	Pré-candidatos: como Ciro Gomes se apresenta ao país https://t.co/2LLtoVR8ON via @nexojornal	ciro	raul	Neutro
twe981709936014057472	Concordo! Só não lembro de ter visto o nobre Deputado se manifestar sobre a liberdade do seu antigo correligionário, Eduardo Azeredo, que foi condenado em segunda instância, mas continua solto. Passou batido @DanielCoelho23 ??? https://t.co/E8y120RFAs	temer	raul	Não sei
twe984204280734322694	Investigação contra Alckmin NÃO será feita pela Lava Jato, decide STJ. A pedido da PGR, inquérito que investiga ilegalidades cometidas pelo presidente nacional do PSDB e ex-governador de São Paulo vai para a Justiça Eleitoral. Tucano é tucano, petista é petista, segue o jogo.	alckmin	raul	Rejeição
twe982566908586287104	quem for a favor do Bolsonaro me dá unfollow por favor	bolsonaro	raul	Rejeição
twe982307944405569536	Marina Silva saiu de sua toca bolorenta para pedir a Lula que respeite a lei. E daí? Ninguém mais respeita o que essa múmia fala.	marina	raul	Rejeição
twe984586506546434048	depois membros do MPF vem falar em "patrimonialismo" para se referir a política. não existe nada mais patrimonialista do que o MPF. https://t.co/4FVkT3iFOA	alckmin	raul	Não sei
twe982722683866664961	Cadê o CHOQUE para dispersar essa corja??!? É essa força do @geraldoalckmin  é do @marciofranca40  que não consegue apoiar a PF para espantar baderneiros ? Cumpram a ordem judicial! Tirem o Brasil do ridículo. https://t.co/SCZ9LjcQxi	alckmin	raul	Rejeição
twe978211006882205696	@manudeputada @PCdoB_Oficial Liberdade religiosa? O Comunismo é anticristão!	manuela	raul	Rejeição
twe984300021708410880	Como é que é?! Agora que ele está sem foro...  https://t.co/t4Z3GtwJLL	alckmin	raul	Não sei
twe978426257569402881	Bacana. É por essas e outras que gosto do @cirogomes. Ele nunca faz questão de fingir que está do lado certo da história.  https://t.co/Oq7DExWa2s	ciro	raul	Aprovação
twe978011423677788160	@manudeputada @PCdoB_Oficial Comunismo=Nazismo CRIME!!! Comunismo é um câncer!!!	manuela	raul	Rejeição
twe978223503450300417	Bom dia. Agora ouvindo a CBN," jornalista pede p/ não tratar mal o Lula jogando ovos. Temos que receber ele bem, deixar ele falar". Só queria dizer que ainda somos muito educados deixando o ladrão do Lula falar. Lula na verdade deveria estar preso. @SakaSakamori @lobaoeletrico	lula	raul	Rejeição
twe977339255134433280	#AOVIVO Último ato da Caravana Lula Pelo Brasil no Rio Grande do Sul em São Leopoldo. #LulapeloSul https://t.co/W9rcj4lKW3	lula	raul	Aprovação
twe978420807188742144	Para Ciro Gomes,  Lula se vale de sua presunção de inocência e criticou a prisão a partir de segunda instância, que a seu ver é uma aberração do Direito no Brasil.  @BandeiraPDT @TeamCiroGomes @Ciro2018 @RedesCiro @dozepontozero @CiraodoCerrado @cirogomes  https://t.co/c52Izumsyg	ciro	raul	Neutro
twe982219784958787584	Paulo Preto vai em cana. Faltam Serra e Alckmin Entenda: https://t.co/iWhSnhgIwT https://t.co/mO3uWn0iPe	alckmin	raul	Rejeição
twe984251303986630657	Da série: Tucano tem salvo-conduto para roubar.  https://t.co/gUXKt1deQG	alckmin	raul	Não sei
twe978229883221495808	Enquanto o chefe da orcrim não for preso, vai seguir tentando desestabilizar a ordem pública.  O que causa espécie é o @MPF_PGR, diante dos requisitos do 312 do CPP, não pedir a prisão preventiva do condenado Lula.  O @STF_oficial deve estar muito satisfeito com tudo isso. https://t.co/V8bZAgXfHC	lula	raul	Rejeição
twe982983927823523841	Temer, Aécio, Eduardo Cunha, Marina Silva, Cássio Cunha Lima, Caiado, Magno Malta, Carmem Lúcia, Barroso, Malafaia, Frota, Feliciano, Maroni, Anastasia, Aloysio Nunes, Moreira, Rodrigo Maia, Gentilli, Milton Neves, MBL ...  A minha felicidade por estar do outro lado só aumenta!	marina	raul	Rejeição
twe978272395374014465	@WaldirMaranhao Sera senador na chapa de @FlavioDino SIM ! Um acordo da esquerda pra eleger Ciro Gomes a presidente… https://t.co/MGFzULV2Ui	ciro	raul	Neutro
twe982578000209301504	@VEJA @DaniloGentili Imagino o que aconteceria com alguém da extrema esquerda que resolvesse fazer, nas pesseatas d… https://t.co/Qb9hR0WT44	bolsonaro	raul	Não sei
twe978410455432597511	Para o candidato Ciro Gomes prisão em segunda instância e Lei da Ficha Limpa são aberrações:  https://t.co/rVvXSfrgEO	ciro	raul	Neutro
twe984820334678413312	Vários companheiros do PT, inclusive eu, foram acusados de receber dinheiro para campanhas, sem que qualquer reciprocidade tenha sido relatada. O mesmo MPF que nos acusa dos piores crimes, vem a público defender Alckmin. Só tem uma explicação: alinhamento ideológico!	alckmin	raul	Rejeição
twe978226170905931777	@milxps Lula ladrão, roubou meu coração kkk	lula	raul	Aprovação
twe977664195712966656	Ciro Gomes fala sobre os direitos humanos https://t.co/vqSnRBBcWp	ciro	raul	Neutro
twe983044806757711872	Marina Silva, aquela pessoa, que é igual a copa de mundo, aparece de 4 em 4 anos. Pelo amor de Deus, alguém da um B… https://t.co/blgiWScpKB	marina	raul	Rejeição
twe978031544941121537	COMUNISTA FALANDO DE LIBERDADE: A MESMA COISA QUE O GOLEIRO BRUNO FALAR DE RESPEITO AS MULHERES. https://t.co/iqiLJLVOT7	manuela	raul	Rejeição
twe984606475929735169	@deltanmd @JornalOGlobo O senhor vai fazer jejum até o Alckmin ser preso?	alckmin	raul	Rejeição
twe982048892106760192	Ala! A máscara caindo de vez ! https://t.co/rAN8Cn0T0l	marina	raul	Não sei
twe977532904652853248	@adilarock @manudeputada Sim !	manuela	raul	Aprovação
twe983493920402354179	ouvindo a marina silva chega a baixar a pressão	marina	raul	Rejeição
twe978034606434865152	@manudeputada @PCdoB_Oficial maluca	manuela	raul	Rejeição
twe978188020003328002	@JornalOGlobo Ciro Gomes ladrão	ciro	raul	Rejeição
twe982939118689800192	No dia em que Lula estava se entregando para a polícia, Marina Silva estava lançando sua candidatura a presidência.  É de uma sensibilidade atroz.	marina	raul	Rejeição
twe978045941038178307	Lula xinga seus opositores de “fascistas”. Um condenado faz uma caravana para provocar a população por onde passa, exige que essa população beije seus pés, convoca milícias invasoras de propriedades, incita o ódio de classes, mas fascistas são os outros. https://t.co/BJcuc6IRxq	lula	raul	Rejeição
twe977777436833099776	@Collor @jairbolsonaro @LucianoHuck @cirogomes https://t.co/tDJsz1EQHy	ciro	raul	Não sei
twe984245741756518400	#JustiçaÉparaPoucos  ?PF pensa em enviar Lula para o Exército ?STJ tira Alckmin da rota da Lava Jato em São Paulo ?O PP é o partido com mais citados na Lava Jato. Em vez de diminuir, cresceu. ?Juiz nega prisão de Yunes, coronel Lima e Rocha Loures	alckmin	raul	Rejeição
twe978389438249172992	As pessoas estão dividias segundo @veramagalhaes com relação ao Condenado! @LulapeloBrasil @cirogomes TRF-4 KKKKKKKK	ciro	raul	Neutro
twe984592425212612608	@DanielDonda @change_br Do Alckmin, nada? https://t.co/hX8M9YQnGM	alckmin	raul	Não sei
twe984605822314598401	@silva_marina #Marina2018 ??	marina	raul	Aprovação
twe981756688649871360	O grande acordo nacional: Cármen Lúcia, que salvou Aécio e tomou chá com Temer, condena Lula: https://t.co/DcdUc43sMZ #LulaValeALuta https://t.co/3iZWS10bL6	temer	raul	Rejeição
twe984529043038113792	O inimputável https://t.co/pzws2AwLRz	alckmin	raul	Não sei
twe984450774121025541	Durou 24 horas a ilusão de que a Lava-Jato pegaria o presidenciável do PSDB. Depois de prender Lula, a operação ensaiou fechar o cerco em torno de Geraldo Alckmin. Não vai acontecer. O inquérito contra o tucano morrerá na Justiça Eleitoral https://t.co/CGGLbxKjum	alckmin	raul	Rejeição
twe982689320757841920	@jobsonjrmarques @Poder360 @silva_marina Na minha singela opinião seu discurso é hipócrita. https://t.co/gG5wzk35AX	marina	raul	Rejeição
twe981815078654824448	Amanhã, o pessoal que é 'contra a corrupção de todos' volta pra sua vida cotidiana, sendo governada por Geraldo Alckmin, Michel Temer, Romero Jucá, Rodrigo Maia, Aécio Neves, Eliseu Padilha, Valdir Raupp, Fernando Capez, Beto Richa, Roberto Freire...	temer	raul	Rejeição
twe978107451449987072	Grupos fascistas atacaram mais uma vez a caravana de Lula no sul. Ontem atingiram o dirigente petista Paulo Frateschi com uma pedrada. Minha solidariedade a Frateschi e a Lula. É preciso dar um basta a esta intolerância política. Com fascismo não se brinca.	lula	raul	Aprovação
twe978030376487702531	Cada vez mais perto das eleições presidenciais, mais uma enquete. Em quem vc vota? @LulapeloBrasil, @jairbolsonaro, @silva_marina ou @geraldoalckmin. Vote, retuite e me siga!	bolsonaro	raul	Neutro
twe982815108253540352	Dois minúsculos: Ciro Gomes e Marina Silva. Não quiseram ficar ao lado de Lula numa hora crucial para a democracia brasileira. Sem votos em outubro. com certeza.	marina	raul	Rejeição
